Curr IP,Server IP,CDN IP,Trc Server,Trc CDN,Trc Diff.,Ping Server,Ping CDN,Ping Diff,CDN?,Hops Server,Hops CDN,Distance Server,Distance CDN,Distance Diff.,CDN TTL
13.57.229.187,5.255.255.88,77.88.55.80,12264.212369918823,11877.038717269897,387.1736526489258,186.344,185.008,1.3359999999999843,Yes,32,32,5908.564892676899,5908.564892676899,0.0,60
13.57.229.187,101.198.193.22,101.198.193.22,15899.644374847412,15260.528802871704,639.115571975708,9.117,9.155,-0.03799999999999848,Yes,22,22,5959.94544874308,5959.94544874308,0.0,60
13.57.229.187,216.58.194.163,173.194.202.94,10230.037450790405,50431.3850402832,-40201.3475894928,2.371,22.583,-20.212,No,16,29,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.195.67,172.217.3.195,230.83043098449707,10540.783166885376,-10309.952735900879,2.651,22.446,-19.795,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,108.174.10.10,108.174.10.10,100117.78402328491,100136.25001907349,-18.46599578857422,1.870,1.899,-0.028999999999999915,Yes,32,32,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,172.217.3.163,74.125.135.94,20485.494375228882,45370.09024620056,-24884.59587097168,23.929,2.409,21.52,Yes,21,27,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,172.217.164.99,172.217.6.35,207.37266540527344,199.18060302734375,8.192062377929688,2.495,2.437,0.058000000000000274,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.194.195,172.217.6.35,10163.576364517212,117.35320091247559,10046.223163604736,2.587,2.428,0.15900000000000025,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.18.168.16,216.18.168.16,85651.40914916992,85730.4618358612,-79.05268669128418,11.488,11.513,-0.025000000000000355,Yes,32,32,2674.2850801452764,2674.2850801452764,0.0,60
13.57.229.187,172.217.6.35,216.58.195.67,194.97919082641602,215.99459648132324,-21.015405654907227,2.371,2.518,-0.1469999999999998,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,151.101.130.167,151.101.66.167,100090.76142311096,100120.8164691925,-30.05504608154297,1.934,1.925,0.008999999999999897,Yes,32,32,40.52738651831432,40.52738651831432,0.0,60
13.57.229.187,216.58.194.163,172.217.5.99,10688.302755355835,10228.099346160889,460.2034091949463,2.611,2.251,0.3600000000000003,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,47.95.164.112,47.95.164.112,70747.98893928528,47040.54927825928,23707.439661026,226.439,228.557,-2.117999999999995,No,32,32,6293.640161560898,6293.640161560898,0.0,60
13.57.229.187,183.79.135.206,183.79.248.124,71752.79474258423,80704.0627002716,-8951.267957687378,105.986,119.437,-13.450999999999993,No,32,32,5334.996118048627,5334.996118048627,0.0,60
13.57.229.187,199.59.150.44,199.59.150.44,5166.37396812439,5143.715381622314,22.658586502075195,5.264,5.313,-0.04899999999999949,Yes,15,15,41.566041827743966,41.566041827743966,0.0,60
13.57.229.187,13.107.21.200,204.79.197.200,95128.12614440918,95129.63914871216,-1.5130043029785156,2.433,23.645,-21.212,No,32,32,713.8936637469193,713.8936637469193,0.0,19
13.57.229.187,172.217.164.99,172.217.5.99,205.77335357666016,10219.955205917358,-10014.181852340698,2.606,2.415,0.19099999999999984,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.194.163,172.217.5.99,10175.219535827637,10126.11699104309,49.1025447845459,2.598,2.370,0.22799999999999976,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,110.75.129.5,110.75.245.23,44418.52807998657,47360.1233959198,-2941.5953159332275,198.814,192.724,6.090000000000003,Yes,32,32,6293.640161560898,6293.640161560898,0.0,60
13.57.229.187,94.100.180.201,94.100.180.70,57591.09115600586,61640.25092124939,-4049.1597652435303,195.517,202.699,-7.182000000000016,No,32,32,5908.564892676899,5908.564892676899,0.0,60
13.57.229.187,216.58.195.227,172.217.3.195,10192.177057266235,10556.077718734741,-363.90066146850586,2.500,22.542,-20.042,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,217.20.147.1,217.20.155.13,62161.306619644165,66319.05961036682,-4157.752990722656,196.711,196.365,0.34600000000000364,Yes,32,32,5908.564892676899,5908.564892676899,0.0,60
13.57.229.187,192.155.212.203,157.240.11.53,85152.32586860657,354.72941398620605,84797.59645462036,60.457,11.954,48.503,Yes,32,20,0.0,17.819383396597647,-17.819383396597647,60
13.57.229.187,151.101.40.193,151.101.40.193,100110.41641235352,100124.12023544312,-13.70382308959961,1.784,2.059,-0.27500000000000013,Yes,32,32,0.0,0.0,0.0,30
13.57.229.187,198.11.132.250,104.80.206.62,71222.0025062561,200.21295547485352,71021.78955078125,2.949,3.401,-0.45199999999999996,Yes,32,14,28.61690695711888,2683.5741136952497,-2654.957206738131,0
13.57.229.187,151.101.193.69,151.101.129.69,100115.42177200317,100103.5647392273,11.857032775878906,1.895,1.953,-0.05800000000000005,Yes,32,32,40.52738651831432,40.52738651831432,0.0,60
13.57.229.187,192.0.78.9,192.0.78.12,129.5762062072754,117.27094650268555,12.305259704589844,1.904,1.932,-0.028000000000000025,Yes,14,14,930.2555938602891,930.2555938602891,0.0,60
13.57.229.187,172.217.5.99,216.58.194.163,10280.904769897461,10171.803712844849,109.1010570526123,2.387,2.659,-0.2719999999999998,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,192.30.255.112,192.30.255.113,70319.84448432922,70254.71520423889,65.12928009033203,21.139,21.138,0.0009999999999976694,Yes,32,32,40.52738651831432,40.52738651831432,0.0,10
13.57.229.187,151.101.0.194,151.101.192.194,100118.63875389099,100162.1344089508,-43.49565505981445,1.964,1.959,0.004999999999999893,Yes,32,32,40.52738651831432,40.52738651831432,0.0,60
13.57.229.187,172.217.6.35,172.217.6.35,235.9919548034668,1380.568027496338,-1144.576072692871,2.376,2.328,0.04800000000000004,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,52.94.225.248,52.94.237.74,31195.6205368042,21388.80228996277,9806.81824684143,62.270,63.113,-0.8429999999999964,Yes,32,32,2396.50441953451,2396.50441953451,0.0,60
13.57.229.187,109.71.161.200,109.71.161.200,90136.25812530518,90211.46392822266,-75.20580291748047,11.301,11.228,0.0730000000000004,Yes,32,32,5651.681447997478,5651.681447997478,0.0,60
13.57.229.187,52.119.161.5,54.239.132.153,25578.868865966797,95127.67314910889,-69548.80428314209,21.803,1.850,19.953,Yes,32,32,599.6299218282041,709.3337726924899,-109.70385086428576,60
13.57.229.187,88.208.29.24,88.208.18.30,31536.67640686035,31477.81276702881,58.86363983154297,150.877,150.986,-0.10899999999998045,Yes,32,32,5490.000438273145,5490.000438273145,0.0,60
13.57.229.187,216.58.195.73,172.217.0.41,250.6997585296631,247.17426300048828,3.5254955291748047,2.503,2.446,0.05699999999999994,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.194.163,172.217.3.195,10170.095682144165,10944.612264633179,-774.5165824890137,2.590,23.939,-21.349,No,16,21,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,216.58.194.163,216.58.195.67,10138.984441757202,707.1492671966553,9431.835174560547,2.674,2.563,0.11099999999999977,Yes,16,16,10.68649768129824,10.68649768129824,0.0,60
13.57.229.187,220.181.163.1,103.235.46.234,58171.5190410614,66426.6185760498,-8255.099534988403,195.507,187.861,7.646000000000015,Yes,32,32,5959.94544874308,6950.563448526066,-990.6179997829859,60
